File,Foraging (Y/N),Seal_Presence,Original_Date (Do Not Use for R),Date,File_Timestamp,Time_In_1,Time_Out_1,Time_In_2,Time_Out_2,Time_In_3,Time_Out_3,Time_In_4,Time_Out_4,Time_In_5,Time_Out_5,Time_In_6,Time_Out_6,Cumulative_Time_m,Cumulative_Time_s,FGS_Status,Notes,
May_15_2023_122629_877,NA,N,"May _18, _2023",5/18/23,5:33:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_878,Y,Y,"May _18, _2023",5/18/23,5:38:26 AM,35:50.3,36:38.7,,,,,,,,,,,00:48.4,48.40,OFF,,
May_15_2023_122629_879,NA,N,"May _18, _2023",5/18/23,__5:42:46 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_880,Y,Y,"May _18, _2023",5/18/23,5:47:22 AM,43:19.0,43:30.6,43:16.5,43:34.1,,,,,,,,,00:29.2,29.20,OFF,,
May_15_2023_122629_881,Y,Y,"May _18, _2023",5/18/23,__5:51:56 AM,50:22.2,51:10.9,,,,,,,,,,,00:48.7,48.70,OFF,,
May_15_2023_122629_882,Y,Y,"May _18, _2023",5/18/23,5:56:24 AM,54:53.1,55:15.3,,,,,,,,,,,00:22.2,22.20,OFF,,
May_15_2023_122629_883,Y,Y,"May _18, _2023",5/18/23,__6:00:54 AM,58:45.3,59:32.0,,,,,,,,,,,00:46.7,46.70,OFF,,
May_15_2023_122629_884,NA,N,"May _18, _2023",5/18/23,__6:05:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_885,NA,N,"May _18, _2023",5/18/23,__6:10:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_886,NA,N,"May _18, _2023",5/18/23,__6:14:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_887,NA,N,"May _18, _2023",5/18/23,__6:19:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_888,N,Y,"May _18, _2023",5/18/23,__6:23:54 AM,22:29.4,23:16.4,,,,,,,,,,,00:47.0,47.00,OFF,,
May_15_2023_122629_889,NA,N,"May _18, _2023",5/18/23,6:28:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_890,NA,N,"May _18, _2023",5/18/23,6:33:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_891,NA,N,"May _18, _2023",5/18/23,__6:37:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_892,NA,N,"May _18, _2023",5/18/23,6:41:48 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_893,NA,N,"May _18, _2023",5/18/23,__6:45:30 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_894,NA,N,"May _18, _2023",5/18/23,__6:49:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_895,NA,N,"May _18, _2023",5/18/23,__6:53:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_896,N,Y,"May _18, _2023",5/18/23,6:57:20 AM,53:15.6,53:37.0,54:01.8,54:09.5,,,,,,,,,00:29.1,29.10,OFF,,
May_15_2023_122629_897,N,Y,"May _18, _2023",5/18/23,7:01:20 AM,58:46.2,59:28.4,,,,,,,,,,,00:42.2,42.20,OFF,,
May_15_2023_122629_898,NA,N,"May _18, _2023",5/18/23,__7:05:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_899,NA,N,"May _18, _2023",5/18/23,7:09:10 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_900,N,Y,"May _18, _2023",5/18/23,__7:13:34 AM,13:16.1,13:33.2,,,,,,,,,,,00:17.1,17.10,OFF,,
May_15_2023_122629_901,Y,Y,"May _18, _2023",5/18/23,__7:18:20 AM,13:33.2,13:44.8,,,,,,,,,,,00:11.6,11.60,OFF,,
May_15_2023_122629_902,N,Y,"May _18, _2023",5/18/23,7:22:58 AM,19:31.4,20:02.3,,,,,,,,,,,00:30.9,30.90,OFF,,
May_15_2023_122629_903,NA,N,"May _18, _2023",5/18/23,__7:27:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_904,N,Y,"May _18, _2023",5/18/23,7:32:16 AM,29:33.5,29:55.5,,,,,,,,,,,00:22.0,22.00,OFF,,
May_15_2023_122629_905,NA,N,"May _18, _2023",5/18/23,__7:36:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_906,Y,Y,"May _18, _2023",5/18/23,__7:41:32 AM,37:18.2,38:07.0,39:40.9,40:04.0,41:19.9,41:30.3,,,,,,,01:22.3,82.30,OFF,Continued in to the next file,
May_15_2023_122629_907,N,Y,"May _18, _2023",5/18/23,7:46:12 AM,41:30.4,41:48.0,41:52.5,42:10.5,,,,,,,,,00:35.6,35.60,OFF,,
May_15_2023_122629_908,Y,Y,"May _18, _2023",5/18/23,7:50:38 AM,48:03.8,48:33.9,49:00.0,49:22.8,,,,,,,,,00:52.9,52.90,OFF,,
May_15_2023_122629_909,NA,N,"May _18, _2023",5/18/23,7:55:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_910,NA,N,"May _18, _2023",5/18/23,__8:00:04 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_911,NA,N,"May _18, _2023",5/18/23,8:04:52 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_912,NA,N,"May _18, _2023",5/18/23,__8:09:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_913,N,Y,"May _18, _2023",5/18/23,__8:13:52 AM,12:24.4,12:41.5,12:47.5,13:11.1,,,,,,,,,00:40.7,40.70,OFF,,
May_15_2023_122629_914,NA,N,"May _18, _2023",5/18/23,8:17:50 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_915,NA,N,"May _18, _2023",5/18/23,8:21:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_916,NA,N,"May _18, _2023",5/18/23,8:25:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_917,NA,N,"May _18, _2023",5/18/23,__8:29:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_918,N,Y,"May _18, _2023",5/18/23,8:33:54 AM,31:45.7,32:11.5,,,,,,,,,,,00:25.8,25.80,OFF,,
May_15_2023_122629_919,NA,N,"May _18, _2023",5/18/23,8:38:06 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_920,NA,N,"May _18, _2023",5/18/23,8:42:28 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_921,NA,N,"May _18, _2023",5/18/23,8:46:54 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_922,NA,N,"May _18, _2023",5/18/23,8:51:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_923,NA,N,"May _18, _2023",5/18/23,__8:55:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_924,NA,N,"May _18, _2023",5/18/23,8:59:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_925,NA,N,"May _18, _2023",5/18/23,9:03:28 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_926,NA,N,"May _18, _2023",5/18/23,__9:07:52 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_927,NA,N,"May _18, _2023",5/18/23,9:12:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_928,NA,N,"May _18, _2023",5/18/23,__9:16:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_929,NA,N,"May _18, _2023",5/18/23,__9:21:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_930,NA,N,"May _18, _2023",5/18/23,__9:25:34 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_931,NA,N,"May _18, _2023",5/18/23,__9:29:34 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_932,NA,N,"May _18, _2023",5/18/23,9:33:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_933,NA,N,"May _18, _2023",5/18/23,9:37:48 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_934,NA,N,"May _18, _2023",5/18/23,9:42:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_935,NA,N,"May _18, _2023",5/18/23,9:45:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_936,NA,N,"May _18, _2023",5/18/23,__9:50:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_937,NA,N,"May _18, _2023",5/18/23,__9:55:08 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_938,NA,N,"May _18, _2023",5/18/23,9:59:38 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,"Very little actually happening in water mostly just junk, occasional larger fish or rogue small school",
May_15_2023_122629_939,NA,N,"May _18, _2023",5/18/23,10:04:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_940,NA,N,"May _18, _2023",5/18/23,10:09:00 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_941,NA,N,"May _18, _2023",5/18/23,__10:13:36 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_942,NA,N,"May _18, _2023",5/18/23,__10:18:02 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_943,NA,N,"May _18, _2023",5/18/23,10:22:14 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_944,NA,N,"May _18, _2023",5/18/23,__10:26:34 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,Slow moving junk,
May_15_2023_122629_945,NA,N,"May _18, _2023",5/18/23,10:31:10 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_946,NA,N,"May _18, _2023",5/18/23,10:35:48 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_947,NA,N,"May _18, _2023",5/18/23,10:40:28 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_948,NA,N,"May _18, _2023",5/18/23,10:45:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_949,N,Y,"May _18, _2023",5/18/23,10:50:08 AM,46:23.3,46:45.4,,,,,,,,,,,00:22.1,22.10,OFF,,
May_15_2023_122629_950,NA,N,"May _18, _2023",5/18/23,10:54:56 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_951,NA,N,"May _18, _2023",5/18/23,10:59:42 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_952,NA,N,"May _18, _2023",5/18/23,__11:04:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_953,NA,N,"May _18, _2023",5/18/23,11:09:16 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_954,NA,N,"May _18, _2023",5/18/23,11:14:18 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_955,NA,N,"May _18, _2023",5/18/23,11:19:12 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_956,NA,N,"May _18, _2023",5/18/23,11:24:00 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_957,NA,N,"May _18, _2023",5/18/23,11:28:40 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_958,N,Y,"May _18, _2023",5/18/23,__11:33:06 AM,30:29.8,30:43.8,32:38.0,33:02.4,,,,,,,,,00:38.4,38.40,OFF,,
May_15_2023_122629_959,N,Y,"May _18, _2023",5/18/23,11:37:16 AM,35:20.2,35:34.0,35:44.0,36:02.1,,,,,,,,,00:31.9,31.90,OFF,,
May_15_2023_122629_960,NA,N,"May _18, _2023",5/18/23,11:41:26 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_961,NA,N,"May _18, _2023",5/18/23,11:45:30 AM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_962,N,Y,"May _18, _2023",5/18/23,__11:49:36 AM,46:11.0,46:23.2,,,,,,,,,,,00:12.2,12.20,OFF,,
May_15_2023_122629_963,N,Y,"May _18, _2023",5/18/23,11:53:40 AM,51:28.4,51:36.8,52:25.4,52:38.2,,,,,,,,,00:21.2,21.20,OFF,,
May_15_2023_122629_964,N,Y,"May _18, _2023",5/18/23,11:57:36 AM,54:38.7,54:49.3,,,,,,,,,,,00:10.6,10.60,OFF,,
May_15_2023_122629_965,N,Y,"May _18, _2023",5/18/23,__12:01:22 PM,58:11.9,58:16.1,,,,,,,,,,,00:04.2,4.20,OFF,,
May_15_2023_122629_966,N,Y,"May _18, _2023",5/18/23,__12:05:10 PM,02:18.8,02:27.9,03:29.1,03:37.9,,,,,,,,,00:17.9,17.90,OFF,,
May_15_2023_122629_967,N,Y,"May _18, _2023",5/18/23,__12:09:00 PM,06:38.0,06:47.1,,,,,,,,,,,00:09.1,9.10,OFF,Swim across at edge of fov,
May_15_2023_122629_968,NA,N,"May _18, _2023",5/18/23,12:12:54 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_969,N,Y,"May _18, _2023",5/18/23,__12:16:42 PM,13:38.6,13:52.4,13:36.5,13:44.8,14:47.3,15:08.3,15:49.9,16:05.3,,,,,00:58.5,58.50,OFF,,
May_15_2023_122629_970,N,Y,"May _18, _2023",5/18/23,12:20:42 PM,18:42.1,18:51.3,19:07.7,19:15.9,20:20.1,20:37.0,,,,,,,00:34.3,34.30,OFF,,
May_15_2023_122629_971,N,Y,"May _18, _2023",5/18/23,12:24:50 PM,21:05.1,21:14.9,,,,,,,,,,,00:09.8,9.80,OFF,,
May_15_2023_122629_972,N,Y,"May _18, _2023",5/18/23,12:28:48 PM,25:05.5,25:19.5,25:49.5,25:59.5,27:10.8,27:23.9,,,,,,,00:37.1,37.10,OFF,,
May_15_2023_122629_973,N,Y,"May _18, _2023",5/18/23,__12:32:38 PM,30:29.4,30:42.0,,,,,,,,,,,00:12.6,12.60,OFF,,
May_15_2023_122629_974,NA,N,"May _18, _2023",5/18/23,__12:36:28 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_975,NA,N,"May _18, _2023",5/18/23,12:40:12 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_976,N,Y,"May _18, _2023",5/18/23,12:44:00 PM,41:42.4,41:53.8,,,,,,,,,,,00:11.4,11.40,OFF,,
May_15_2023_122629_977,NA,N,"May _18, _2023",5/18/23,__12:47:42 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_978,NA,N,"May _18, _2023",5/18/23,12:51:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_979,N,Y,"May _18, _2023",5/18/23,12:55:02 PM,54:10.5,54:23.3,,,,,,,,,,,00:12.8,12.80,OFF,,
May_15_2023_122629_980,NA,N,"May _18, _2023",5/18/23,12:58:36 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_981,N,Y,"May _18, _2023",5/18/23,__1:02:14 PM,58:45.5,58:59.1,,,,,,,,,,,00:13.6,13.60,OFF,,
May_15_2023_122629_982,NA,N,"May _18, _2023",5/18/23,__1:05:54 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_983,NA,N,"May _18, _2023",5/18/23,__1:09:36 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_984,N,Y,"May _18, _2023",5/18/23,1:13:20 PM,10:18.3,10:28.2,,,,,,,,,,,00:09.9,9.90,OFF,,
May_15_2023_122629_985,N,Y,"May _18, _2023",5/18/23,1:17:06 PM,14:17.1,14:32.3,15:15.3,15:27.9,,,,,,,,,00:27.8,27.80,OFF,Two seal swim throughs,
May_15_2023_122629_986,NA,N,"May _18, _2023",5/18/23,1:21:00 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_987,NA,N,"May _18, _2023",5/18/23,1:25:08 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_988,NA,N,"May _18, _2023",5/18/23,1:29:06 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_989,NA,N,"May _18, _2023",5/18/23,1:32:54 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_990,NA,N,"May _18, _2023",5/18/23,1:36:44 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_991,N,Y,"May _18, _2023",5/18/23,__1:40:38 PM,38:50.8,38:59.7,,,,,,,,,,,00:08.9,8.90,OFF,,
May_15_2023_122629_992,NA,N,"May _18, _2023",5/18/23,__1:44:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_993,NA,N,"May _18, _2023",5/18/23,__1:48:22 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_994,NA,N,"May _18, _2023",5/18/23,1:52:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_995,NA,N,"May _18, _2023",5/18/23,1:57:00 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_996,NA,N,"May _18, _2023",5/18/23,__2:01:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_997,NA,N,"May _18, _2023",5/18/23,__2:05:44 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_998,NA,N,"May _18, _2023",5/18/23,2:10:06 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_999,N,Y,"May _18, _2023",5/18/23,__2:14:32 PM,11:41.2,12:13.1,,,,,,,,,,,00:31.9,31.90,OFF,,
May_15_2023_122629_1000,NA,N,"May _18, _2023",5/18/23,__2:18:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1001,NA,N,"May _18, _2023",5/18/23,__2:22:54 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1002,NA,N,"May _18, _2023",5/18/23,__2:27:04 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1003,NA,N,"May _18, _2023",5/18/23,__2:31:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1004,NA,N,"May _18, _2023",5/18/23,2:36:18 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1005,N,Y,"May _18, _2023",5/18/23,__2:41:08 PM,36:48.1,36:53.7,,,,,,,,,,,00:05.6,5.60,OFF,,
May_15_2023_122629_1006,NA,N,"May _18, _2023",5/18/23,2:46:00 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1007,NA,N,"May _18, _2023",5/18/23,__2:50:48 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1008,NA,N,"May _18, _2023",5/18/23,2:55:30 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1009,NA,N,"May _18, _2023",5/18/23,__3:00:06 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1010,NA,N,"May _18, _2023",5/18/23,3:04:54 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1011,NA,N,"May _18, _2023",5/18/23,__3:09:46 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1012,NA,N,"May _18, _2023",5/18/23,3:14:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1013,NA,N,"May _18, _2023",5/18/23,3:19:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1014,NA,N,"May _18, _2023",5/18/23,__3:24:14 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1015,NA,N,"May _18, _2023",5/18/23,__3:29:02 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1016,NA,N,"May _18, _2023",5/18/23,__3:33:48 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1017,NA,N,"May _18, _2023",5/18/23,3:38:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1018,NA,N,"May _18, _2023",5/18/23,__3:43:02 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1019,NA,N,"May _18, _2023",5/18/23,3:47:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1020,NA,N,"May _18, _2023",5/18/23,__3:52:08 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1021,NA,N,"May _18, _2023",5/18/23,__3:56:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1022,NA,N,"May _18, _2023",5/18/23,__4:01:12 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1023,NA,N,"May _18, _2023",5/18/23,4:05:46 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1024,NA,N,"May _18, _2023",5/18/23,4:10:22 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1025,NA,N,"May _18, _2023",5/18/23,4:14:58 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1026,NA,N,"May _18, _2023",5/18/23,4:19:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1027,NA,N,"May _18, _2023",5/18/23,__4:24:10 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1028,NA,N,"May _18, _2023",5/18/23,4:28:52 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1029,NA,N,"May _18, _2023",5/18/23,4:33:24 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1030,NA,N,"May _18, _2023",5/18/23,__4:37:56 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1031,NA,N,"May _18, _2023",5/18/23,4:42:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1032,NA,N,"May _18, _2023",5/18/23,__4:47:02 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1033,NA,N,"May _18, _2023",5/18/23,4:51:46 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1034,NA,N,"May _18, _2023",5/18/23,__4:56:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1035,NA,N,"May _18, _2023",5/18/23,5:01:24 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1036,NA,N,"May _18, _2023",5/18/23,5:06:12 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1037,NA,N,"May _18, _2023",5/18/23,5:11:04 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1038,NA,N,"May _18, _2023",5/18/23,__5:16:08 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1039,NA,N,"May _18, _2023",5/18/23,__5:21:10 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1040,NA,N,"May _18, _2023",5/18/23,__5:26:14 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1041,NA,N,"May _18, _2023",5/18/23,5:31:10 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1042,NA,N,"May _18, _2023",5/18/23,__5:35:58 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1043,NA,N,"May _18, _2023",5/18/23,__5:40:46 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1044,NA,N,"May _18, _2023",5/18/23,__5:45:34 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1045,NA,N,"May _18, _2023",5/18/23,5:50:22 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1046,NA,N,"May _18, _2023",5/18/23,5:55:12 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1047,NA,N,"May _18, _2023",5/18/23,6:00:10 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1048,NA,N,"May _18, _2023",5/18/23,6:04:50 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1049,NA,N,"May _18, _2023",5/18/23,6:09:50 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1050,NA,N,"May _18, _2023",5/18/23,6:14:48 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1051,NA,N,"May _18, _2023",5/18/23,6:19:40 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1052,NA,N,"May _18, _2023",5/18/23,__6:24:28 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1053,NA,N,"May _18, _2023",5/18/23,__6:29:12 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1054,NA,N,"May _18, _2023",5/18/23,__6:34:00 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1055,NA,N,"May _18, _2023",5/18/23,6:38:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1056,NA,N,"May _18, _2023",5/18/23,__6:43:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1057,NA,N,"May _18, _2023",5/18/23,__6:48:10 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1058,NA,N,"May _18, _2023",5/18/23,__6:52:46 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1059,NA,N,"May _18, _2023",5/18/23,6:57:30 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1060,NA,N,"May _18, _2023",5/18/23,7:02:18 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1061,NA,N,"May _18, _2023",5/18/23,7:07:00 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1062,NA,N,"May _18, _2023",5/18/23,__7:11:26 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1063,NA,N,"May _18, _2023",5/18/23,__7:15:38 PM,,,,,,,,,,,,,00:00.0,0.00,OFF,,
May_15_2023_122629_1064,Y,Y,"May _18, _2023",5/18/23,__7:19:52 PM,17:58.4,18:44.2,,,,,,,,,,,00:45.8,45.80,OFF,First seal in a long time. Close to bridge,
