"Region_ID","Region_name","Region_class","Process_ID","Height_mean","Ping_S","Ping_E","Dist_M","Date_M","Time_M","Lat_M","Lon_M","Standard_deviation","Num_targets","TS_mean","Target_range_mean","Speed_2D_mean_unsmoothed","Speed_4D_mean_unsmoothed","Speed_2D_max_unsmoothed","Speed_4D_max_unsmoothed","Direction_horizontal","Direction_vertical","Fish_track_change_in_range","Time_in_beam","Tortuosity_2D","Tortuosity_3D","Distance_2D_unsmoothed","Distance_3D_unsmoothed","Thickness_mean","Exclude_below_line_range_mean","Target_depth_mean","Target_depth_max","Target_depth_min","Fish_track_change_in_depth","Region_bottom_altitude_min","Region_bottom_altitude_max","Region_bottom_altitude_mean","Region_top_altitude_min","Region_top_altitude_max","Region_top_altitude_mean"
90,"Region 90","Unclassified regions",292,0.667118,751,766,0,20230612," 13:34:16.4970",999,999,162714011.615248,16,86.097949,14.888556,0.933324,15.5238,1.986265,117.731898,0,90,-1.611742,1.744,1.009912,16.650624,1.627717,27.0734,0.667118,-9999,12.645895,15.019949,11.991557,-1.224559,-9999,-9999,-9999,-9999,-9999,-9999
91,"Region 91","Unclassified regions",292,0.538425,1607,1639,0,20230612," 13:35:57.9700",999,999,220317398.454392,33,89.497147,13.397365,0.229501,0.531,0.695521,1.396051,0,-90,0.806653,3.786,1.077156,1.345193,0.868891,2.0105,0.538425,-9999,11.301161,12.005869,10.57619,1.360131,-9999,-9999,-9999,-9999,-9999,-9999
92,"Region 92","Unclassified regions",292,0.491263,2301,2485,0,20230612," 13:37:27.2500",999,999,26134874652.4603,151,101.886286,17.043619,0.549123,4.0856,3.274502,45.518912,0,90,-8.57821,21.364,1.36759,9.697551,11.731472,87.285,0.491263,-9999,15.204457,20.899701,12.197673,-5.13506,-9999,-9999,-9999,-9999,-9999,-9999
94,"Region 94","Unclassified regions",293,0.28838,868,1042,0,20230612," 14:49:07.1500",999,999,86787210610.5316,111,109.839227,24.776804,0.333328,1.8442,1.80883,30.302178,0,-90,1.85717,19.757,3.546025,2.594599,6.58557,36.4351,0.28838,-9999,24.32613,25.769709,21.142137,1.639776,-9999,-9999,-9999,-9999,-9999,-9999
2,"Region 2","Unclassified regions",294,0.501686,2410,2459,0,20230613," 07:21:39.4400",999,999,139230106.597855,47,83.820926,9.127518,0.780562,2.1929,2.384566,15.760657,0,-90,-2.166501,5.358,1.930418,1.017926,4.182252,11.7495,0.501686,-9999,8.09103,8.545078,7.610586,0.707938,-9999,-9999,-9999,-9999,-9999,-9999
4,"Region 4","Unclassified regions",295,0.347899,910,1006,0,20230613," 07:35:55.8890",999,999,978128649.310618,86,90.650527,14.583702,0.496455,4.6129,1.869061,132.984912,0,-90,0.142588,10.397,36.199676,3.212313,5.161647,47.9607,0.347899,-9999,11.504369,15.669141,10.699037,4.794174,-9999,-9999,-9999,-9999,-9999,-9999
5,"Region 5","Unclassified regions",296,0.54231,1440,1492,0,20230613," 08:25:26.7860",999,999,26223362.9137037,49,76.106441,4.649582,0.750852,1.8166,2.613244,9.510744,0,-90,0.912947,5.681,4.672329,1.270732,4.265588,10.3201,0.54231,-9999,3.999373,4.790663,3.547207,1.044666,-9999,-9999,-9999,-9999,-9999,-9999
6,"Region 6","Unclassified regions",297,0.515003,1666,1696,0,20230613," 09:53:23.5000",999,999,171242022.708129,31,84.05374,7.505225,0.169236,1.3649,0.410432,4.81627,0,90,-0.020298,3.309,27.589578,1.014051,0.56,4.5166,0.515003,-9999,6.322179,7.444958,5.245919,-2.193858,-9999,-9999,-9999,-9999,-9999,-9999
7,"Region 7","Unclassified regions",298,0.487053,2938,2962,0,20230613," 10:16:59.1720",999,999,9127778.27659732,25,74.881273,6.28265,0.585151,0.6265,0.964615,0.988015,0,-90,1.53368,2.621,1,1.047924,1.53368,1.642,0.487053,-9999,5.089916,5.731907,4.288066,1.421879,-9999,-9999,-9999,-9999,-9999,-9999
8,"Region 8","Unclassified regions",299,0.425012,908,939,0,20230613," 11:06:41.4680",999,999,638767010.701836,24,89.31865,12.256266,1.045581,9.4491,2.467913,39.374592,0,90,-2.314596,3.429,1.548995,1.790638,3.585298,32.4009,0.425012,-9999,9.899347,10.995534,7.920393,-2.128383,-9999,-9999,-9999,-9999,-9999,-9999
18,"Region 18","Unclassified regions",301,0.297458,4080,4204,0,20230613," 18:05:23.7210",999,999,439279062.853131,55,87.225059,12.907373,0.371688,4.6074,1.436775,67.362084,0,90,0.596379,13.728,8.555863,7.866096,5.102537,63.2504,0.297458,-9999,11.834484,13.764509,10.452187,-3.012401,-9999,-9999,-9999,-9999,-9999,-9999
10,"Region 10","Unclassified regions",300,0.443094,3765,3823,0,20230614," 04:08:49.0780",999,999,382580904.10837,52,84.779589,12.887506,0.968474,1.1271,1.685513,1.991204,0,-90,6.143027,6.343,1,1.059679,6.143027,7.149,0.443094,-9999,12.333743,15.10068,9.956378,5.132249,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",302,0.413527,497,611,0,20230614," 04:19:21.8760",999,999,212782382.393937,108,83.676856,9.240497,0.478624,1.0191,1.694367,8.34499,0,-90,1.264262,12.427,4.704608,1.186777,5.947855,12.6639,0.413527,-9999,8.433582,11.180952,7.053587,4.127365,-9999,-9999,-9999,-9999,-9999,-9999
6,"Region 6","Unclassified regions",303,0.378982,4214,4463,0,20230614," 05:40:11.6500",999,999,936375296.749607,221,89.550448,13.415822,0.484878,1.5931,2.21741,24.159335,0,90,-10.677997,27.105,1.230814,1.894363,13.142629,43.1797,0.378982,-9999,11.615749,15.288595,6.896036,-8.391888,-9999,-9999,-9999,-9999,-9999,-9999
7,"Region 7","Unclassified regions",304,0.28662,195,259,0,20230614," 06:29:32.3850",999,999,9754908051.9532,39,105.771616,24.118498,0.133971,2.0307,0.866772,3.98273,0,90,0.260862,6.99,3.589864,1.03262,0.936458,14.1949,0.28662,-9999,20.675948,23.782243,18.183891,-5.598352,-9999,-9999,-9999,-9999,-9999,-9999
9,"Region 9","Unclassified regions",304,0.562276,517,569,0,20230614," 06:30:06.7870",999,999,11209990.2276071,46,75.143563,8.215179,1.311824,1.3385,2.30738,2.312095,0,90,-7.445913,5.676,1,1.012277,7.445913,7.5972,0.562276,-9999,6.301374,8.998855,4.011526,-4.987329,-9999,-9999,-9999,-9999,-9999,-9999
10,"Region 10","Unclassified regions",305,0.347848,2320,2535,0,20230614," 06:41:34.3560",999,999,38910484.0137182,137,79.24005,9.553872,0.24341,1.3112,1.907425,20.636324,0,-90,0.380954,23.47,14.996136,2.842858,5.712833,30.7733,0.347848,-9999,8.51618,9.994554,6.921374,3.07318,-9999,-9999,-9999,-9999,-9999,-9999
19,"Region 19","Unclassified regions",306,0.428949,2564,2790,0,20230614," 06:57:35.6780",999,999,2537431908.08701,214,92.475085,12.733078,0.677765,1.5178,4.059606,53.417545,0,90,-15.771424,24.692,1.06112,1.780307,16.735381,37.4763,0.428949,-9999,10.326136,18.264369,5.322281,-12.925222,-9999,-9999,-9999,-9999,-9999,-9999
20,"Region 20","Unclassified regions",307,0.377537,3713,3790,0,20230614," 08:20:32.5080",999,999,78003786.9048237,53,78.963199,4.471634,0.282613,0.7017,0.927268,2.267114,0,-90,1.735472,8.355,1.360571,1.121407,2.361233,5.8628,0.377537,-9999,3.949352,4.057393,3.850893,0.104873,-9999,-9999,-9999,-9999,-9999,-9999
3,"Region 3","Unclassified regions",308,0.392546,154,220,0,20230614," 08:55:07.6580",999,999,779723948.949739,56,91.100953,12.029249,0.42495,5.2263,1.014783,133.672073,0,-90,-3.07366,7.233,1,6.187144,3.07366,37.8021,0.392546,-9999,9.87601,10.548757,9.627275,0.099265,-9999,-9999,-9999,-9999,-9999,-9999
5,"Region 5","Unclassified regions",309,0.356076,788,944,0,20230614," 09:04:35.1270",999,999,20957162.2393753,143,76.180572,8.065027,0.399004,1.7272,2.911979,73.044039,0,90,-2.433362,16.951,2.779498,4.405086,6.763524,29.2784,0.356076,-9999,7.120553,10.530344,6.063758,-4.462393,-9999,-9999,-9999,-9999,-9999,-9999
8,"Region 8","Unclassified regions",310,0.485625,3342,3457,0,20230614," 10:21:21.3360",999,999,131709546.111203,106,82.367597,8.949092,0.569404,1.9732,2.122031,37.160299,0,90,-6.60089,12.551,1.08267,1.749014,7.146585,24.7653,0.485625,-9999,7.744553,10.874689,4.939429,-4.040224,-9999,-9999,-9999,-9999,-9999,-9999
8,"Region 8","Unclassified regions",311,0.473208,383,466,0,20230614," 18:09:19.4000",999,999,3929932007.0087,58,94.625639,17.355753,1.384576,20.5625,5.618805,155.562972,0,90,-11.02485,9.077,1.139952,12.121094,12.567798,186.6454,0.473208,-9999,15.707333,23.966376,9.458551,-14.507825,-9999,-9999,-9999,-9999,-9999,-9999
16,"Region 16","Unclassified regions",312,0.342634,2775,2935,0,20230615," 00:23:16.1720",999,999,140184295.517262,94,82.11779,12.334205,0.32126,5.837,1.458832,86.175399,0,-90,3.143081,18.786,1.920149,19.323668,6.035183,109.6534,0.342634,-9999,11.246213,13.680867,7.732621,0.663716,-9999,-9999,-9999,-9999,-9999,-9999
17,"Region 17","Unclassified regions",313,0.432673,398,431,0,20230615," 02:42:51.3300",999,999,6756229.47884601,30,71.243273,2.84761,0.447043,0.9016,1.020138,2.761187,0,90,-1.663825,3.838,1.031209,1.178892,1.715751,3.4604,0.432673,-9999,2.748634,3.786086,1.894605,-1.891481,-9999,-9999,-9999,-9999,-9999,-9999
18,"Region 18","Unclassified regions",313,0.444854,478,517,0,20230615," 02:43:00.8900",999,999,15157542.7520557,39,74.006936,6.391308,0.1674,0.9591,0.67984,4.240569,0,-90,0.304314,4.45,2.447901,1.059573,0.744931,4.2678,0.444854,-9999,5.854823,6.599311,4.771238,1.705819,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",314,0.324404,1583,1641,0,20230615," 05:20:39.5660",999,999,6806222310.03824,51,102.249368,22.304485,0.730702,1.071,1.670853,3.541036,0,90,-4.799984,6.569,1,1.054817,4.799984,7.0357,0.324404,-9999,17.29366,20.588198,13.931695,-6.656502,-9999,-9999,-9999,-9999,-9999,-9999
4,"Region 4","Unclassified regions",315,0.244497,95,143,0,20230615," 05:34:44.9260",999,999,68467305151.7012,34,109.95609,25.376754,0.323814,3.5111,0.902227,40.836935,0,-90,-1.743275,5.599,1.040015,2.011174,1.813032,19.6586,0.244497,-9999,24.409755,24.9498,23.031795,1.363331,-9999,-9999,-9999,-9999,-9999,-9999
8,"Region 8","Unclassified regions",316,0.318601,4035,4122,0,20230615," 05:59:11.1880",999,999,706098371.474144,57,88.921735,13.99855,0.299864,1.4514,2.618901,13.73269,0,90,-1.047216,10.009,2.86602,2.043492,3.001341,14.5268,0.318601,-9999,12.91804,15.017713,11.427251,-3.519608,-9999,-9999,-9999,-9999,-9999,-9999
18,"Region 18","Unclassified regions",317,0.286,2127,2293,0,20230615," 06:11:45.1810",999,999,265802923.059223,36,86.992348,14.077813,0.178621,0.5813,1.046319,3.444165,0,90,0.231528,19.291,14.882836,1.321323,3.445786,11.2148,0.286,-9999,12.564074,14.474544,11.516923,-2.849855,-9999,-9999,-9999,-9999,-9999,-9999
19,"Region 19","Unclassified regions",318,0.316378,2528,2564,0,20230620," 07:07:15.1170",999,999,41169139.9915588,25,79.933596,10.938533,0.489312,6.4878,1.412308,55.937244,0,90,-1.691307,4.218,1.220309,16.125628,2.063918,27.3654,0.316378,-9999,10.325941,11.449839,8.176379,-1.600579,-9999,-9999,-9999,-9999,-9999,-9999
20,"Region 20","Unclassified regions",319,0.417464,1780,1822,0,20230620," 07:14:07.0540",999,999,49390007.5154538,38,80.354434,8.732181,0.691668,9.6927,2.952014,98.363164,0,-90,1.990961,4.846,1.68352,18.135711,3.351822,46.9708,0.417464,-9999,6.689599,8.05317,5.463327,2.589843,-9999,-9999,-9999,-9999,-9999,-9999
24,"Region 24","Unclassified regions",319,0.407279,2201,2246,0,20230620," 07:14:55.5150",999,999,620447678.72846,43,89.619656,12.401964,0.398978,2.6484,1.65471,45.767689,0,90,-2.001774,5.176,1.03164,3.526294,2.06511,13.7082,0.407279,-9999,9.731398,13.128254,7.999962,-3.638393,-9999,-9999,-9999,-9999,-9999,-9999
25,"Region 25","Unclassified regions",319,0.3432,2120,2171,0,20230620," 07:14:46.5510",999,999,55626077.1321692,49,80.895025,8.882951,0.314244,0.5252,0.670722,1.304048,0,90,-1.815955,5.815,1.006264,1.140126,1.82733,3.0543,0.3432,-9999,6.637145,6.794018,6.495613,-0.100903,-9999,-9999,-9999,-9999,-9999,-9999
32,"Region 32","Unclassified regions",319,0.392016,3483,3679,0,20230620," 07:17:31.7490",999,999,22649837734.2124,132,102.710456,18.778718,0.764093,1.5248,3.387436,18.914245,0,90,-11.480977,22.334,1.486394,2.144462,17.065256,34.0552,0.392016,-9999,17.187144,21.26552,11.419453,-5.554365,-9999,-9999,-9999,-9999,-9999,-9999
35,"Region 35","Unclassified regions",320,0.371162,4075,4201,0,20230620," 07:35:34.9420",999,999,1091931715.57046,114,91.720003,14.002728,0.350101,2.866,2.079578,130.575097,0,90,-4.123889,14.583,1.238035,3.830932,5.105518,41.7947,0.371162,-9999,12.601496,16.661434,8.948128,-7.713305,-9999,-9999,-9999,-9999,-9999,-9999
36,"Region 36","Unclassified regions",320,0.38149,1472,1511,0,20230620," 07:30:30.2470",999,999,2469865983.06473,33,98.22702,17.51633,0.341595,1.228,2.601432,6.36328,0,90,-0.080126,4.406,18.783877,1.567701,1.50507,5.4105,0.38149,-9999,13.449975,14.552707,11.901983,-2.329017,-9999,-9999,-9999,-9999,-9999,-9999
40,"Region 40","Unclassified regions",321,0.405824,1429,1758,0,20230620," 07:39:04.6070",999,999,146192208.55196,225,82.654386,11.381045,0.395035,2.9755,2.063659,77.416841,0,-90,-2.284158,37.792,6.535957,19.360157,14.929161,112.45,0.405824,-9999,9.895632,12.801258,6.502328,0.980865,-9999,-9999,-9999,-9999,-9999,-9999
44,"Region 44","Unclassified regions",322,0.279132,2436,2817,0,20230620," 07:49:27.7640",999,999,410059762.850745,132,85.231556,10.314682,0.289316,3.3973,3.552955,154.646168,0,90,-10.586341,43.983,1.20202,13.288756,12.724991,149.4213,0.279132,-9999,8.945713,13.319262,5.478527,-7.172186,-9999,-9999,-9999,-9999,-9999,-9999
46,"Region 46","Unclassified regions",323,0.438351,2296,2362,0,20230620," 08:39:21.6970",999,999,288057099.178162,58,83.60776,10.708914,0.350717,7.3639,1.795175,85.292033,0,-90,-1.222979,7.597,2.178615,7.430355,2.664399,55.9436,0.438351,-9999,9.15018,10.784407,7.895161,2.25077,-9999,-9999,-9999,-9999,-9999,-9999
47,"Region 47","Unclassified regions",324,0.557482,748,815,0,20230620," 08:45:20.6020",999,999,10931783.1847377,65,70.155939,5.456496,0.544855,3.004,4.275001,43.188237,0,90,-2.960782,7.745,1.425266,7.609266,4.219901,23.2663,0.557482,-9999,5.035066,6.367253,2.625029,-1.670833,-9999,-9999,-9999,-9999,-9999,-9999
48,"Region 48","Unclassified regions",325,0.283513,3110,3276,0,20230620," 09:15:56.4550",999,999,6091096239.93291,93,96.605924,18.028424,0.533577,1.0265,4.271523,12.52639,0,90,-8.740091,19.224,1.173613,1.306567,10.257485,19.7342,0.283513,-9999,15.633992,23.420783,10.115819,-13.000032,-9999,-9999,-9999,-9999,-9999,-9999
55,"Region 55","Unclassified regions",326,0.339683,881,883,0,20230620," 10:12:02.0550",999,999,989812.763317197,3,74.026353,11.326974,0.012339,0.0266,0.024678,0.05317,0,-90,0.003159,0.256,1,1,0.003159,0.0068,0.339683,-9999,11.147328,11.148008,11.145968,0.00204,-9999,-9999,-9999,-9999,-9999,-9999
59,"Region 59","Unclassified regions",326,0.300878,678,979,0,20230620," 10:11:55.8520",999,999,566035491.811606,162,88.239754,13.732958,0.281077,0.7513,3.265452,10.861687,0,90,-6.984305,34.396,1.384236,1.197255,9.667925,25.8404,0.300878,-9999,12.156606,14.073436,8.028529,-6.032557,-9999,-9999,-9999,-9999,-9999,-9999
60,"Region 60","Unclassified regions",326,0.397365,1592,1644,0,20230620," 10:13:25.5840",999,999,2980107.21467499,53,72.690599,8.469071,0.601503,0.6211,1.126618,1.12857,0,-90,3.614435,6.009,1,1.030536,3.614435,3.7319,0.397365,-9999,6.16291,7.366287,4.900778,2.465509,-9999,-9999,-9999,-9999,-9999,-9999
62,"Region 62","Unclassified regions",327,0.266407,733,824,0,20230620," 11:51:30.3260",999,999,34040444369.6993,46,110.760659,25.769084,0.323752,1.3358,1.064029,2.461739,0,90,-3.287251,10.455,1.029683,1.037938,3.384826,13.966,0.266407,-9999,23.152523,27.029948,18.294719,-8.735229,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",328,0.299735,3381,3432,0,20230620," 17:49:17.0580",999,999,17234214.0530175,25,77.898841,9.381024,0.230048,1.4484,0.492099,3.034152,0,90,-0.378244,5.812,3.534854,1.03851,1.337039,8.4184,0.299735,-9999,9.018205,9.450113,7.998839,-1.407249,-9999,-9999,-9999,-9999,-9999,-9999
2,"Region 2","Unclassified regions",329,0.294798,961,1005,0,20230620," 18:18:57.8180",999,999,87297749.8412629,23,86.588316,15.532325,0.129914,1.0079,0.454575,2.388213,0,-90,-0.56871,5.159,1.178503,1.021849,0.670227,5.1998,0.294798,-9999,12.969093,14.064481,11.921969,2.142512,-9999,-9999,-9999,-9999,-9999,-9999
12,"Region 12","Unclassified regions",330,0.260801,2603,2840,0,20230620," 20:27:28.9780",999,999,4506104074.68024,77,92.990345,13.528054,0.360128,0.9935,1.345491,11.879349,0,-90,9.503289,27.349,1.036394,2.788405,9.849151,27.1726,0.260801,-9999,11.50648,17.784424,9.652206,7.502216,-9999,-9999,-9999,-9999,-9999,-9999
13,"Region 13","Unclassified regions",331,0.467735,3868,4013,0,20230621," 05:19:37.8590",999,999,888776233.326947,136,92.42619,16.644319,0.476613,1.5793,1.765179,12.655723,0,-90,0.214907,16.61,36.837043,1.035984,7.916544,26.2315,0.467735,-9999,14.749971,15.721802,13.608685,0.159923,-9999,-9999,-9999,-9999,-9999,-9999
18,"Region 18","Unclassified regions",332,0.363579,689,805,0,20230621," 06:22:24.0250",999,999,167275973.562029,80,82.905859,14.38044,0.596725,4.3468,2.566547,149.986316,0,90,-3.576116,13.433,2.241482,15.352663,8.015801,58.3904,0.363579,-9999,12.830246,14.353708,10.849662,-2.090265,-9999,-9999,-9999,-9999,-9999,-9999
19,"Region 19","Unclassified regions",333,0.299672,3485,3596,0,20230621," 11:05:36.4030",999,999,317114760.387301,29,85.642307,10.017073,0.153775,0.3889,0.498178,0.822493,0,90,-0.697499,12.721,2.804552,1.155867,1.956173,4.9473,0.299672,-9999,8.628466,10.253811,7.610804,-2.631732,-9999,-9999,-9999,-9999,-9999,-9999
20,"Region 20","Unclassified regions",334,0.410087,2792,2827,0,20230621," 18:02:23.2400",999,999,12833392.3789761,31,74.563425,9.357277,0.532158,6.1448,2.342564,97.902091,0,90,-1.255441,3.774,1.599729,8.883114,2.008365,23.1905,0.410087,-9999,7.538595,8.506394,6.143377,-2.363018,-9999,-9999,-9999,-9999,-9999,-9999
22,"Region 22","Unclassified regions",335,0.512991,1639,1687,0,20230621," 19:00:11.6940",999,999,618548261.622459,49,89.684305,15.880283,0.980011,3.5581,2.138943,20.812868,0,90,-5.078418,5.182,1,1.527274,5.078418,18.438,0.512991,-9999,13.972817,18.446209,9.33534,-9.110869,-9999,-9999,-9999,-9999,-9999,-9999
23,"Region 23","Unclassified regions",335,0.523777,1773,1794,0,20230621," 19:00:24.5750",999,999,17117503.7617769,22,76.356201,10.631606,0.631118,1.2287,3.035643,6.307188,0,-90,1.385133,2.269,1.03384,1.030382,1.432007,2.7879,0.523777,-9999,8.172338,9.447994,6.895824,2.55217,-9999,-9999,-9999,-9999,-9999,-9999
25,"Region 25","Unclassified regions",335,0.403027,2055,2087,0,20230621," 19:00:55.5900",999,999,11615125744.5501,33,102.639719,22.177383,0.736457,1.3705,1.921083,3.019194,0,90,-2.54667,3.458,1,1.026959,2.54667,4.7392,0.403027,-9999,18.160424,20.191523,15.900139,-4.291384,-9999,-9999,-9999,-9999,-9999,-9999
27,"Region 27","Unclassified regions",336,0.278073,2901,2995,0,20230621," 19:17:22.0910",999,999,212726045793.394,39,112.286862,25.481571,0.771299,1.8433,2.009591,4.344644,0,90,-7.782719,10.094,1.000357,1.062104,7.785495,18.6065,0.278073,-9999,24.837564,28.942212,20.725142,-7.784861,-9999,-9999,-9999,-9999,-9999,-9999
28,"Region 28","Unclassified regions",337,0.434039,2518,2553,0,20230621," 19:24:34.4190",999,999,27517834.5086246,29,80.138473,13.382245,0.861085,1.1302,1.253058,1.680351,0,-90,3.196346,3.712,1,1.03718,3.196346,4.1954,0.434039,-9999,13.011082,14.981765,11.318627,3.663138,-9999,-9999,-9999,-9999,-9999,-9999
29,"Region 29","Unclassified regions",338,0.409362,1009,1014,0,20230621," 19:45:34.8500",999,999,5954752.10281976,6,73.410492,10.418903,0.622408,1.0955,0.915973,1.482985,0,-90,0.329877,0.53,1,1.007746,0.329877,0.5806,0.409362,-9999,7.887865,8.160848,7.60229,0.558557,-9999,-9999,-9999,-9999,-9999,-9999
1,"Region 1","Unclassified regions",339,0.427245,361,407,0,20230621," 21:35:00.0620",999,999,1257824223.62164,44,91.409352,16.792149,0.831051,11.542,3.852339,167.84097,0,-90,4.146759,5.376,1.077403,14.079864,4.467731,62.0497,0.427245,-9999,13.150543,17.11339,10.0969,4.026848,-9999,-9999,-9999,-9999,-9999,-9999
72,"Region 72","Unclassified regions",121,0.337568,2346,2450,0,20230621," 23:57:28.6970",999,999,6176560835.25085,83,101.391971,21.375746,0.3948,1.2768,1.160119,3.934768,0,90,4.337608,12.072,1.098768,1.198589,4.766026,15.413,0.337568,-9999,19.255532,19.682388,18.540637,-0.838233,-9999,-9999,-9999,-9999,-9999,-9999
73,"Region 73","Unclassified regions",120,0.414339,3207,3227,0,20230622," 00:23:00.0830",999,999,98941083.8433343,21,82.356199,7.411182,0.34797,0.5537,0.805529,1.196749,0,90,-0.797199,2.291,1,1.096229,0.797199,1.2686,0.414339,-9999,5.38942,5.974295,4.819266,-1.155029,-9999,-9999,-9999,-9999,-9999,-9999
74,"Region 74","Unclassified regions",120,0.434135,3259,3319,0,20230622," 00:23:08.3970",999,999,125113642.56344,58,81.390657,5.636918,0.336496,0.9154,3.137265,5.364566,0,-90,0.368175,6.952,6.353826,1.661757,2.339317,6.3636,0.434135,-9999,5.051762,6.239637,3.921112,2.015622,-9999,-9999,-9999,-9999,-9999,-9999
16,"Region 16","Unclassified regions",109,0.448912,2362,2379,0,20230622," 01:50:40.3150",999,999,38751904.8148109,18,76.805776,6.615264,0.477175,11.0318,2.78788,48.920754,0,-90,0.321034,1.976,2.937067,7.263239,0.942898,21.7988,0.448912,-9999,6.337368,6.537182,5.4213,0.074651,-9999,-9999,-9999,-9999,-9999,-9999
75,"Region 75","Unclassified regions",119,0.416935,2598,2620,0,20230622," 01:59:09.8640",999,999,122026158.417403,20,84.252676,11.525084,0.488074,1.3857,0.982415,10.242708,0,90,-1.1379,2.582,1.107485,1.186255,1.260207,3.578,0.416935,-9999,11.102931,11.840991,9.930452,-1.910539,-9999,-9999,-9999,-9999,-9999,-9999
76,"Region 76","Unclassified regions",119,0.35928,2797,2832,0,20230622," 01:59:33.7110",999,999,74181544.2610814,29,81.687484,10.111878,0.135926,0.6645,0.606971,2.266418,0,90,0.006502,4.081,85.311768,1.065805,0.554713,2.7117,0.35928,-9999,8.049891,8.629677,7.082146,-1.547531,-9999,-9999,-9999,-9999,-9999,-9999
4,"Region 4","Unclassified regions",171,0.44375,3793,3821,0,20230621," 22:26:43.7190",999,999,8714710.29662976,24,76.60267,8.336203,0.896138,1.6233,1.987059,7.936327,0,-90,2.877499,3.211,1,1.342134,2.877499,5.2124,0.44375,-9999,7.423418,9.287412,5.545806,3.741606,-9999,-9999,-9999,-9999,-9999,-9999
2,"Region 2","Unclassified regions",118,0.364104,670,799,0,20230622," 02:41:47.7620",999,999,377337268.663421,90,86.612807,12.724075,0.451188,2.0189,1.316565,52.103771,0,-90,1.90527,14.882,3.524214,4.74509,6.714581,30.0449,0.364104,-9999,10.792859,13.618563,7.594759,4.288009,-9999,-9999,-9999,-9999,-9999,-9999
3,"Region 3","Unclassified regions",117,0.502992,3348,3403,0,20230622," 02:54:42.3910",999,999,21483104.6530768,55,75.301115,9.249097,0.915373,2.4832,1.757921,46.870289,0,90,-5.889511,6.434,1,2.699775,5.889511,15.9767,0.502992,-9999,9.136143,12.423117,5.652467,-5.779828,-9999,-9999,-9999,-9999,-9999,-9999
4,"Region 4","Unclassified regions",116,0.400603,150,238,0,20230622," 03:12:46.5760",999,999,11171218.0311371,67,74.088119,8.620036,0.625246,0.9253,1.602204,7.169454,0,-90,6.355623,10.165,1,1.110135,6.355623,9.4057,0.400603,-9999,7.864483,12.214584,4.147973,8.046516,-9999,-9999,-9999,-9999,-9999,-9999
5,"Region 5","Unclassified regions",115,0.329949,2311,2361,0,20230622," 03:25:10.8910",999,999,1417758513.80967,42,96.001962,18.597425,0.349374,1.2349,1.922305,7.606791,0,-90,0.996313,5.809,2.037025,1.695343,2.029514,7.1738,0.329949,-9999,18.128287,19.138154,17.312016,1.826137,-9999,-9999,-9999,-9999,-9999,-9999
7,"Region 7","Unclassified regions",115,0.250209,2448,2480,0,20230622," 03:25:25.5780",999,999,15895233530.3993,14,106.125994,24.39417,0.235509,1.0048,1.099213,2.232031,0,90,0.29205,3.692,2.977227,1.241021,0.869499,3.7098,0.250209,-9999,23.871962,24.15516,23.53637,-0.319411,-9999,-9999,-9999,-9999,-9999,-9999
8,"Region 8","Unclassified regions",115,0.309199,2623,2658,0,20230622," 03:25:46.0600",999,999,475881650.503815,18,91.208598,17.992463,0.143514,0.7652,0.437471,1.375251,0,-90,0.520483,4.168,1.14925,1.051314,0.598165,3.1894,0.309199,-9999,17.547767,18.109811,16.932982,1.17683,-9999,-9999,-9999,-9999,-9999,-9999
71,"Region 71","Unclassified regions",122,0.436735,1412,1439,0,20230621," 23:04:16.7020",999,999,270511909.406261,27,88.992703,16.115895,0.922766,1.7489,4.105068,6.161614,0,-90,2.406794,3.115,1.194293,1.208449,2.874417,5.4478,0.436735,-9999,12.790938,14.931269,10.700905,4.230364,-9999,-9999,-9999,-9999,-9999,-9999
5,"Region 5","Unclassified regions",172,0.386716,2738,2767,0,20230621," 23:15:08.2200",999,999,99659390.7416469,30,82.919239,9.18676,0.365807,1.7533,1.200735,4.079958,0,90,-0.228817,3.332,5.326835,1.012185,1.21887,5.8421,0.386716,-9999,7.747317,9.477428,6.54797,-2.929458,-9999,-9999,-9999,-9999,-9999,-9999
70,"Region 70","Unclassified regions",123,0.441515,3161,3267,0,20230621," 22:00:23.6540",999,999,1254432099.40884,90,89.838525,14.278382,0.824836,1.5167,1.906192,6.272425,0,90,-10.045679,12.179,1,1.023139,10.045679,18.4724,0.441515,-9999,13.417843,19.335304,7.020773,-12.314532,-9999,-9999,-9999,-9999,-9999,-9999
16,"Region 16","Unclassified regions",166,0.11163,739,782,0,20230530," 11:53:58.2330",47.854321,-122.614846,1297552165.07077,38,93.832318,14.815224,0.545835,3.7616,3.230803,27.673974,243.437343,-6.816203,1.45541,4.73,1.773931,3.396402,2.581797,17.7922,0.431305,-9999,3.790046,4.041495,3.419758,0.621737,-9999,-9999,-9999,-9999,-9999,-9999
