taxonomic_path	common_name	% samples positive in project
Animalia;Porifera;Demospongiae;Poecilosclerida;Desmacididae;Desmapsamma;Desmapsamma anchorata	Lumpy Overgrowing Sponge	1.63
Protozoa;Endomyxa;Ascetosporea;Haplosporida;Haplosporidiidae;Minchinia;Minchinia tapetis	Protozoans	0.81
Animalia;Mollusca;Gastropoda;Littorinimorpha;Bursidae;Bursa;Bursa rhodostoma	St. Thomas frogsnail	0.81
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae	Chromists	0.81
Chromista;Bacillariophyta;Coscinodiscophyceae;Melosirales;Stephanopyxidaceae;Stephanopyxis;Stephanopyxis nipponica	Diatoms	1.63
Animalia;Cnidaria;Anthozoa;Actiniaria;Halcampoididae;Halcampoides;Halcampoides purpureus	Purple anemone	1.63
Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;NA;NA;Filobasidiales sp. LM390	Basidio's	0.81
Fungi;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Clarireedia;Clarireedia homoeocarpa	Asco's	2.44
Chromista;Oomycota;NA;Saprolegniales;Saprolegniaceae;Pythiopsis;Pythiopsis cymosa	Water molds	3.25
Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;Resinicium;Resinicium mutabile	Basidio's	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Thalassiophysales;Catenulaceae;Amphora	Diatoms	0.81
Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella;Mantoniella squamata	Green algae	1.63
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lyophyllaceae;Lyophyllum;Lyophyllum sp.	Agarics	0.81
Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;NA;Ceratobasidiaceae sp. CBS 501.93	Basidio's	0.81
Plantae;Streptophyta;Bryopsida;Pottiales;Pottiaceae;Didymodon;Didymodon nigrescens	Black didymodon moss	0.81
Animalia;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Buccinum;Buccinum pemphigus	Buccinum whelks	0.81
Animalia;Arthropoda;Insecta;Thysanoptera;Thripidae;Australothrips;Australothrips bicolor	Common thrips	0.81
Animalia;Arthropoda;Arachnida;Sarcoptiformes;Acaridae;Rhizoglyphus	Acarid mites	0.81
Animalia;Brachiopoda;Rhynchonellata;Rhynchonellida;Basiliolidae;Basiliola	Articulate Brachiopods	0.81
Bacteria;Pseudomonadota;Betaproteobacteria;Ferritrophicales;Ferritrophicaceae;Ferritrophicum;Ferritrophicum radicicola	Β-proteobacteria	0.81
Animalia;Arthropoda;Hexanauplia;Harpacticoida;Ectinosomatidae;Microsetella	Arthropod	0.81
Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella sp. FCUG 2668	Basidio's	1.63
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;Cyberlindnera;Cyberlindnera fabianii	Budding Yeasts	0.81
Chromista;Haptophyta;NA;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis globosa	Haptophytes	0.81
Protozoa;Tubulinea;Elardia;Euamoebida;Hartmannellidae;Polychaos;Polychaos annulatum	Protozoans	0.81
Chromista;NA;Dinophyceae;Syndiniales;Syndiniaceae;Hematodinium;Hematodinium sp. ex Chionoecetes opilio	Dinoflagellates	0.81
Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;Polysiphonia pacifica	Red algae	0.81
Chromista;Foraminifera	Foraminiferans	1.63
Chromista;NA;Bigyra;Opalinata;Blastocystidae;Blastocystis	Chromists	0.81
Animalia;Mollusca;Bivalvia;Ostreida;Ostreidae;Crassostrea	Cupped oysters	0.81
Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia furfur	Basidio's	0.81
Chromista;NA;Dinophyceae;Peridiniales;Pfiesteriaceae;Cryptoperidiniopsis;Cryptoperidiniopsis brodyi	Dinoflagellates	1.63
Animalia;Tardigrada;Eutardigrada;Parachela;Hypsibiidae;Hypsibius;Hypsibius sp. CJS-2008	Eutardigrades	0.81
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Leucopaxillus	Agarics	0.81
Plantae;Streptophyta;Marchantiopsida;Marchantiales	Complex Thallose Liverworts	2.44
Animalia;Brachiopoda;Lingulata;Lingulida;Lingulidae;Glottidia;Glottidia pyramidata	Lingulate Brachiopods	0.81
Plantae;Streptophyta;Marchantiopsida;Marchantiales;Marchantiaceae;Marchantia;Marchantia polymorpha	Common Liverwort	0.81
Bacteria;Pseudomonadota;Deltaproteobacteria;Myxococcales;NA;NA;Myxococcales bacterium	Myxobacteria	1.63
Chromista;Bacillariophyta;Bacillariophyceae;Surirellales;Surirellaceae;Cymatopleura;Cymatopleura elliptica	Diatoms	0.81
Animalia;Platyhelminthes;Trematoda;Diplostomida;Strigeidae;Cotylurus	Flukes	0.81
Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;Crocicreas;Crocicreas sp. QY-2018a	Asco's	1.63
Animalia;Arthropoda;Hexanauplia;Harpacticoida;Parastenocarididae	Arthropod	0.81
Animalia;Arthropoda;Hexanauplia;Calanoida;Euchaetidae;Euchaeta;Euchaeta media	Calanoid Copepods	1.63
Protozoa;NA;Bigyra;Bicosoecida;Bicosoecidae;Bicosoeca;Bicosoeca vacillans	Protozoans	1.63
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Tetracystaceae;Tetracystis;Tetracystis sarcinalis	Chlorophycean Green Algae	0.81
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;Starmerella	Budding Yeasts	0.81
Chromista;NA;Cryptophyceae;Pyrenomonadales	Chromists	0.81
Fungi;Ascomycota;Lecanoromycetes;Pertusariales;Ochrolechiaceae;Ochrolechia;Ochrolechia parella	Crab's Eye Lichen	0.81
Chromista;Foraminifera;NA;Rotaliida;Elphidiidae;Elphidiella;Elphidiella hannai	Foraminiferans	0.81
Chromista;Ciliophora;Armophorea;Metopida;Metopidae	Ciliates	0.81
Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae	Cup Fungus	0.81
Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Perinereis	Nereids	1.63
Fungi;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Verrucaria;Verrucaria tectorum	Wart Lichens	0.81
Animalia;Arthropoda;Ostracoda;Podocopida;Candonidae	Ostracods	0.81
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;Rubrioxytricha	Ciliates	0.81
Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria acris	Coral Fungi	0.81
Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Byssogerdius;Byssogerdius subsulcatus	Mussel	0.81
Animalia;Mollusca;Gastropoda;Littorinimorpha	Littorinimorph Snails	0.81
Animalia;Mollusca;Gastropoda;Neogastropoda	Neogastropod Snails	0.81
Animalia;Cnidaria;Myxozoa;Bivalvulida;Ceratomyxidae;Ceratomyxa;Ceratomyxa verudensis	Myxozoans	0.81
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;Oxytricha;Oxytricha ferruginea	Ciliates	0.81
Animalia;Cnidaria;Scyphozoa;Semaeostomeae;Ulmaridae;Aurelia	Moon jellies	0.81
Fungi;Basidiomycota;Agaricomycetes;Gomphales;Gomphaceae;Ramaria;Ramaria rubella	Coral Fungi	1.63
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Eimeria;Eimeria canadensis	Chromists	0.81
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycodaceae;Hanseniaspora;Hanseniaspora occidentalis	Budding Yeasts	0.81
Animalia;Arthropoda;Hexanauplia;Poecilostomatoida;Oncaeidae;Oncaea;Oncaea sp. MVZ-2013	Arthropod	0.81
Animalia;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;Eucyclops;Eucyclops dumonti	Copepods	0.81
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos;Polykrikos sp. GD1590bp2	Dinoflagellates	0.81
Chromista;Apicomplexa;Marosporida;Agamococcidiorida;Rhytidocystidae;Rhytidocystis	Chromists	0.81
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Oxytrichidae;Laurentiella;Laurentiella strenua	Ciliates	0.81
Fungi;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Terfezia;Terfezia claveryi	Pezizas, Desert Truffles, And Allies	0.81
Animalia;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;Eucyclops	Copepods	0.81
Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula glutinis	Basidio's	0.81
Fungi;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;Suillus cavipes	Hollow Bolete	0.81
Protozoa;Heterolobosea;NA;NA;Vahlkampfiidae;Tetramitus;Tetramitus thorntoni	Amoebas	0.81
Protozoa;Euglenozoa;Euglenida;Euglenales;Euglenaceae;Trachelomonas;Trachelomonas sp.	Euglenoids	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Varunidae;Eriocheir;Eriocheir sinensis	Chinese freshwater edible crab	0.81
Fungi;Basidiomycota;Tritirachiomycetes;Tritirachiales;Tritirachiaceae;Tritirachium	Basidio's	0.81
Chromista;NA;Chrysophyceae;Hydrurales;Hydruraceae;Hydrurus;Hydrurus foetidus	Golden-brown algae	0.81
Animalia;Mollusca;Gastropoda;Trochida;Margaritidae;Margarites;Margarites helicinus	Helicina margarite	0.81
Animalia;Arthropoda;Arachnida;Trombidiformes;Phytoptidae;Nalepella;Nalepella torreyae	Mites	0.81
Animalia;Arthropoda;Insecta;Diptera;Chironomidae;Tanypus;Tanypus sp.	Midges	0.81
Animalia;Mollusca;Gastropoda;Nudibranchia;Tritoniidae;Tritonia;Tritonia festiva	Diamondback tritonia	0.81
Plantae;Streptophyta;Magnoliopsida;Fagales;Juglandaceae;Juglans;Juglans microcarpa x Juglans regia	Walnut family	0.81
Plantae;Streptophyta;Magnoliopsida;Brassicales;Brassicaceae;Brassica	Cabbage	0.81
Animalia;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale	Demosponge	0.81
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chloromonas;Chloromonas fonticola	Chlorophycean Green Algae	0.81
Fungi;Basidiomycota;Agaricomycetes;Corticiales;Corticiaceae;Fibricium;Fibricium rude	Basidio's	0.81
Animalia;Cnidaria;Anthozoa;Ceriantharia;Cerianthidae;Pachycerianthus;Pachycerianthus fimbriatus	Anthozoans	0.81
Chromista;NA;Xanthophyceae;Tribonematales;Heteropediaceae;Heterococcus;Heterococcus caespitosus	Yellow-green Algae	0.81
Animalia;Arthropoda;Malacostraca;Decapoda;Varunidae	Crabs	0.81
Chromista;Apicomplexa;Aconoidasida;Piroplasmida;Theileriidae;Theileria;Theileria parva	Chromists	0.81
Plantae;Streptophyta;Magnoliopsida;Malpighiales	Nances, Willows, And Allies	0.81
Plantae;Chlorophyta;Trebouxiophyceae;NA;NA;Choricystis;Choricystis sp. NIES-4292	Green algae	0.81
Animalia;Arthropoda;Arachnida;Trombidiformes	Mites	0.81
