taxonomic_path	common_name	% samples positive in project
Chromista;Bacillariophyta;Mediophyceae	""	3.25
Chromista;Ciliophora;Oligohymenophorea;Sessilida;Vorticellidae;Pseudovorticella;Pseudovorticella sinensis	Ciliates	2.44
Animalia;Arthropoda;Hexanauplia;Calanoida;Euchaetidae;Euchaeta;Euchaeta media	Calanoid Copepods	2.44
Chromista;Ciliophora;Spirotrichea;Tintinnida;Xystonellidae;Favella;Favella campanula	""	1.63
Animalia;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale	Demosponge	2.44
Animalia;Cnidaria;Myxozoa;Bivalvulida;Sphaeromyxidae;Sphaeromyxa;Sphaeromyxa longa	Myxozoans	0.81
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae	Asco's	4.07
Chromista;Ciliophora;Spirotrichea;Tintinnida;Codonellidae;Tintinnopsis;Tintinnopsis parvula	Tintinnids	8.13
Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Cystofilobasidiaceae;Cystofilobasidium;Cystofilobasidium infirmominiatum	Basidio's	4.07
Chromista;Ciliophora;Oligohymenophorea;Philasterida;Uronematidae;Uronema;Uronema sp. WS-2012	Ciliates	8.13
Chromista;NA;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia;Durinskia capensis	""	4.88
Animalia;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia bifilosa	Calanoid Copepods	8.94
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae	""	2.44
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos;Polykrikos geminatum	""	0.81
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Monocystidae;Monocystis;Monocystis agilis	""	0.81
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Nusuttodinium;Nusuttodinium amphidinioides	Dinoflagellates	7.32
Animalia;Mollusca;Polyplacophora;Chitonida;Acanthochitonidae;Acanthochitona;Acanthochitona ferreirai	""	0.81
Animalia;Annelida;Polychaeta;Phyllodocida;Syllidae	Scale Worm	3.25
Plantae;Streptophyta;Magnoliopsida;Malpighiales;Podostemaceae;Dalzellia	""	0.81
Animalia;Annelida;Sipuncula;Phascolosomatiformes;Phascolosomatidae;Phascolosoma	Phascolosomatids	4.07
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax;Alcanivorax sp.	""	1.63
Plantae;Streptophyta;Magnoliopsida;Poales;Cyperaceae;Carex;Carex subnigricans	""	1.63
Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Donkioporia;Donkioporia expansa	""	0.81
Chromista;NA;Chrysophyceae;Chromulinales;Chromulinaceae;Chrysonephele;Chrysonephele palustris	""	3.25
Protozoa;Euglenozoa;Euglenida;Euglenales;Euglenaceae;Trachelomonas;Trachelomonas sp.	Euglenoids	0.81
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus ledebourii	""	0.81
Plantae;Streptophyta;Magnoliopsida;Asparagales;Amaryllidaceae;Allium;Allium sativum	""	0.81
Bacteria;Planctomycetota;Planctomycetia;Planctomycetales;Planctomycetaceae;Planctomyces;Planctomyces sp. 599	""	0.81
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Omegastrombidium;Omegastrombidium elegans	""	1.63
Animalia;Annelida;Polychaeta;NA;Chaetopteridae	Chaetopterid worms	5.69
Animalia;Mollusca;Gastropoda;Neogastropoda;Buccinidae;Japelion;Japelion latus	Buccinum whelks	0.81
Plantae;Streptophyta;Magnoliopsida;Caryophyllales;Aizoaceae;Acrosanthes	""	1.63
Bacteria;Pseudomonadota;Gammaproteobacteria;NA;NA;Candidatus Kentron	""	0.81
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Polykrikos;Polykrikos sp. GD1590bp2	Dinoflagellates	1.63
Plantae;Streptophyta;Magnoliopsida;Sapindales;Rutaceae;Comptonella	""	3.25
Bacteria;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. LB17	""	1.63
Plantae;Streptophyta;Magnoliopsida;Malpighiales;Hypericaceae;Psorospermum	""	8.13
Chromista;Oomycota;NA;NA;NA;Haptoglossa	""	3.25
Chromista;Ciliophora;Spirotrichea;Euplotida;Euplotidae;Euplotes;Euplotes daidaleos	""	8.94
Fungi;Ascomycota;Sordariomycetes;Hypocreales;Bionectriaceae;Clonostachys;Clonostachys rosea	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Cocconeidales;Cocconeidaceae;Cocconeis	""	1.63
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Sporormiaceae;Preussia;Preussia sp. 'pseudominima'	""	2.44
Chromista;NA;Chrysophyceae;Chromulinales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas sp. GflagA	Golden-brown algae	1.63
Animalia;Annelida;Polychaeta;Terebellida;Terebellidae;Amphitrite	Spaghetti Worms	4.07
Protozoa;Euglenozoa;Euglenida;Petalomonadida;Scytomonadidae;Petalomonas;Petalomonas plana	Euglenoids	4.88
Animalia;Mollusca;Bivalvia;Nuculida;Nuculidae;Nucula	""	1.63
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Cryptosporidiidae;Cryptosporidium	""	2.44
Chromista;Ciliophora;Phyllopharyngea;Chlamydodontida;Lynchellidae;Lynchella	""	0.81
Chromista;Bacillariophyta;Bacillariophyceae;Thalassiophysales;Catenulaceae;Amphora;Amphora normanii	""	1.63
Plantae;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas sp. KM10	""	0.81
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Dipodascaceae;Yarrowia;Yarrowia lipolytica	Budding Yeasts	2.44
Animalia;Arthropoda;Insecta;Coleoptera	""	3.25
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus amstelodami	""	8.94
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Parvibaculaceae	Α-proteobacteria	2.44
Plantae;Streptophyta;Magnoliopsida;Ranunculales;Menispermaceae;Nephroia;Nephroia orbiculata	""	0.81
Animalia;Arthropoda;Malacostraca;Amphipoda;Hyperiidae;Themisto	Hyperiids	4.88
Fungi;Basidiomycota;Tritirachiomycetes;Tritirachiales;Tritirachiaceae;Tritirachium	Basidio's	0.81
Animalia;Annelida;Polychaeta;Eunicida;Onuphidae;Nothria;Nothria conchylega	Beachworms	0.81
Animalia;Porifera;Demospongiae;Poecilosclerida;Mycalidae;Mycale;Mycale fibrexilis	""	8.13
Chromista;NA;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Gyrodinium;Gyrodinium jinhaense	""	4.07
Chromista;Ciliophora;Oligohymenophorea;Apostomatida	Ciliates	9.76
Plantae;Chlorophyta;Trebouxiophyceae;Trebouxiales;Trebouxiaceae;Trebouxia	""	1.63
Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales	""	1.63
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Triticum;Triticum dicoccoides	""	1.63
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymosphaeriaceae;Paraphaeosphaeria;Paraphaeosphaeria burbidgeae	""	1.63
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas asymmetrica	Chlorophycean Green Algae	2.44
Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Exidiaceae;Exidia;Exidia uvapassa	""	0.81
Fungi;Ascomycota;Eurotiomycetes;Eurotiales	""	7.32
Chromista;Ciliophora;Spirotrichea;Euplotida;Uronychiidae;Diophrys;Diophrys oligothrix	""	4.88
Chromista;Apicomplexa	Chromists	11.38
Bacteria;Pseudomonadota;Deltaproteobacteria;Desulfobacterales;Desulfocapsaceae;Desulfotalea;Desulfotalea psychrophila	""	1.63
Plantae;Streptophyta;Pinopsida;Pinales;Pinaceae	""	1.63
Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Erysiphe	""	1.63
Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Blumeria;Blumeria americana	""	1.63
Plantae;Streptophyta;Magnoliopsida;Zingiberales	""	0.81
Chromista;Ciliophora;Prostomatea;Prorodontida;Colepidae;Nolandia;Nolandia sp. WYG07050702	""	1.63
Animalia;Arthropoda;Hexanauplia;Calanoida;Centropagidae;Isias;Isias clavipes	""	1.63
Chromista;NA;Dinophyceae;Gonyaulacales;Pyrophacaceae;Fragilidium;Fragilidium sp. CCMP1920	""	1.63
Animalia;Mollusca;Bivalvia;Ostreida;Ostreidae;Crassostrea;Crassostrea ariakensis	Suminoe oyster	2.44
Chromista;NA;Centroplasthelida;Pterocystida;Pterocystidae	""	11.38
Chromista;Ciliophora;Spirotrichea;Euplotida;Euplotidae;Euplotes;Euplotes harpa	""	1.63
Bacteria;Verrucomicrobia;Opitutae;Opitutales;Opitutaceae;Nibricoccus;Nibricoccus aquaticus	""	0.81
Chromista;NA;Raphidophyceae;NA;NA;Haramonas;Haramonas dimorpha	""	0.81
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Shionodiscus;Shionodiscus ritscheri	""	2.44
Plantae;Streptophyta;Magnoliopsida;Rosales;Moraceae;Ficus	""	0.81
Protozoa;Euglenozoa;Kinetoplastea;Neobodonida;NA;Neobodo	""	1.63
Animalia;Arthropoda;Arachnida;Trombidiformes;Tydeidae;NA;Tydeidae gen. sp. AD864	""	0.81
Chromista;Ciliophora;Spirotrichea;Pseudoamphisiellida	""	2.44
Animalia;Nematoda;Chromadorea;Monhysterida	""	0.81
Plantae;Streptophyta;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;Convolvulus arvensis	""	2.44
Plantae;Streptophyta;Magnoliopsida;Oxalidales;Oxalidaceae	""	1.63
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas fasciata	""	0.81
Animalia;Bryozoa;Stenolaemata;Cyclostomatida;Crisiidae;Crisia;Crisia sp. YJP-2003	Narrow Throat Bryozoans	2.44
Animalia;Annelida;Polychaeta;NA;Chaetopteridae;Chaetopterus	""	0.81
Animalia;Xenacoelomorpha;NA;Nemertodermatida;Nemertodermatidae;Sterreria	""	0.81
Chromista;NA;Bigyra;Bicosoecida;Siluaniidae;Adriamonas;Adriamonas sp.	""	3.25
Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Sclerostagonospora;Sclerostagonospora elegiae	""	0.81
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Cephaloidophoridae;Cephaloidophora	Chromists	3.25
Animalia;Platyhelminthes;Rhabditophora;Polycladida	Flatworms	4.07
Animalia;Arthropoda;Insecta;Diptera;Culicidae;Anopheles	""	0.81
Animalia;Cnidaria;Anthozoa;Scleractinia;Caryophylliidae;Ceratotrochus;Ceratotrochus magnaghii	""	0.81
Animalia;Cnidaria;Anthozoa;Scleractinia;Merulinidae;Favites;Favites abdita	""	0.81
Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Ulva;Ulva lactuca	""	0.81
Animalia;Arthropoda;Malacostraca;Amphipoda	Amphipods	3.25
Animalia;Brachiopoda;Lingulata;Lingulida;Lingulidae;Glottidia;Glottidia pyramidata	Lingulate Brachiopods	2.44
Chromista;NA;Phaeophyceae;Fucales;Fucaceae;Fucus;Fucus gardneri	Fucoids	6.5
Chromista;NA;Phaeophyceae;Ectocarpales;Ectocarpaceae;Ectocarpus	""	0.81
Bacteria;Atribacterota;Atribacteria;Atribacterales;Atribacteraceae;Atribacter;Atribacter laminatus	""	1.63
Animalia;Echinodermata;Ophiuroidea;Amphilepidida;Amphiuridae;Amphipholis;Amphipholis squamata	Dwarf brittle star, Long-armed brittle star, Scale brittle star, Small brittle star, Tiny brittle star	5.69
Chromista;Cercozoa;NA;NA;NA;Gymnophrys	Chromists	0.81
Bacteria;Lentisphaerae;Lentisphaeria;Lentisphaerales;Lentisphaeraceae;Lentisphaera;Lentisphaera araneosa	""	2.44
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Dalbergia;Dalbergia lanceolaria	""	2.44
Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Schistocerca;Schistocerca serialis	""	0.81
Plantae;Streptophyta;Magnoliopsida;Rosales;Moraceae;Artocarpus	""	1.63
Plantae;Streptophyta;Magnoliopsida;Myrtales;Onagraceae;Epilobium;Epilobium palustre	Marsh Willow-herb	2.44
Chromista;Ciliophora;Heterotrichea;Heterotrichida;Folliculinidae;Eufolliculina;Eufolliculina uhligi	""	1.63
Plantae;Streptophyta;Magnoliopsida;Asparagales;Orchidaceae;Rodriguezia;Rodriguezia satipoana	""	1.63
Chromista;Ciliophora;Spirotrichea;NA;Strombidiidae;Novistrombidium;Novistrombidium sinicum	""	2.44
Animalia;Arthropoda;Malacostraca;Decapoda;Thaumastochelidae;Thaumastocheles;Thaumastocheles massonktenos	Crabs	0.81
Plantae;Streptophyta;Magnoliopsida;Boraginales;Cordiaceae	""	4.07
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Saccharum;Saccharum spontaneum	""	2.44
Fungi;Ascomycota;Taphrinomycetes;Taphrinales	Asco's	2.44
Chromista;Bacillariophyta;Bacillariophyceae;Naviculales;Stauroneidaceae	""	3.25
Chromista;NA;Phaeophyceae;Ectocarpales;Scytosiphonaceae	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Hymenochaetaceae;Fuscoporia;Fuscoporia gilva	""	0.81
Plantae;Rhodophyta;Bangiophyceae;Cyanidiales;Cyanidiaceae;Cyanidium;Cyanidium caldarium	""	0.81
Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae	Cup Fungus	0.81
Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Mytella;Mytella brasiliensis	""	0.81
Chromista;Ciliophora;Oligohymenophorea;Mobilida;Trichodinidae	Ciliates	8.13
Plantae;Streptophyta;Magnoliopsida;Fabales;Fabaceae;Schizolobium;Schizolobium parahyba	""	2.44
Bacteria;Pseudomonadota;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus	""	0.81
Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae	""	3.25
Protozoa;Endomyxa;Ascetosporea;Haplosporida;Haplosporidiidae;Haplosporidium;Haplosporidium tuxtlensis	Protozoans	1.63
Plantae;Streptophyta;Magnoliopsida;Malpighiales;Euphorbiaceae	""	7.32
Plantae;Streptophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer pseudoplatanus	Maple	7.32
Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas sp. MBIC10468	""	0.81
Animalia;Chordata;Actinopteri;Gadiformes	Cods	4.07
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium	Γ-proteobacteria	5.69
Chromista;NA;Phaeophyceae;Ectocarpales;Ectocarpaceae	Brown algae	21.14
Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales	""	2.44
Protozoa;Discosea;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba karteshi	Protozoans	5.69
Protozoa;Cercozoa;NA;Cercomonadida;Cercomonadidae;Eocercomonas;Eocercomonas sp. HFCC 907	Protozoans	2.44
Plantae;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra;Porphyra sp. PK-49	""	0.81
Bacteria;Pseudomonadota;Alphaproteobacteria;NA;NA;NA;Alphaproteobacteria bacterium	""	0.81
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Phleum;Phleum pratense	Meadow Cat's-tail	2.44
Protozoa;Tubulinea;Elardia;Arcellinida;Cryptodifflugiidae;Cryptodifflugia	""	1.63
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Pirellulaceae	Bacteria	8.94
Plantae;Streptophyta;Magnoliopsida;Malvales;Malvaceae;Corchorus	Jute	3.25
Chromista;Ciliophora;Spirotrichea;Kiitrichida;Kiitrichidae;Caryotricha;Caryotricha rariseta	""	1.63
Chromista;Bacillariophyta;Coscinodiscophyceae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;Thalassiosira tumida	""	1.63
Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cyphellaceae;Chondrostereum;Chondrostereum purpureum	""	0.81
Chromista;Bacillariophyta;Fragilariophyceae;Rhaponeidales;Rhaphoneidaceae;Rhaphoneis;Rhaphoneis belgicae	""	0.81
Fungi;Zoopagomycota;Entomophthoromycetes;Entomophthorales	""	7.32
Plantae;Rhodophyta;Florideophyceae;Rhodymeniales;Faucheaceae;Webervanbossea;Webervanbossea splachnoides	""	0.81
Fungi;Ascomycota;Eurotiomycetes;Phaeomoniellales;Phaeomoniellaceae;Neophaeomoniella;Neophaeomoniella niveniae	""	0.81
Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae	Euphausiids	4.88
Plantae;Streptophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium	""	1.63
Plantae;Streptophyta;Bryopsida;Funariales;Funariaceae	Cord-moss Family	4.07
Plantae;Streptophyta;Magnoliopsida;Asterales	""	5.69
Animalia;Gastrotricha;NA;Chaetonotida;Chaetonotidae	Gastrotrichs	2.44
Fungi;Basidiomycota;Pucciniomycetes;Pucciniales	""	2.44
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Lecudinidae;Ancora;Ancora cf. sagittata	Chromists	2.44
Animalia;Arthropoda;Ostracoda;Podocopida	""	10.57
Chromista;NA;Cryptophyceae;Pyrenomonadales;Geminigeraceae;Teleaulax	""	6.5
Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Erysiphe;Erysiphe aquilegiae	""	0.81
Bacteria;Pseudomonadota;Gammaproteobacteria;NA;NA;NA;gamma proteobacterium endosymbiont of Solemya velum	""	6.5
Plantae;Chlorophyta;Pyramimonadophyceae;Pyramimonadales;Pyramimonadaceae;Prasinopapilla (nom. inval.);Prasinopapilla vacuolata (nom. inval.)	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;NA;Resinicium;Resinicium mutabile	Basidio's	0.81
Plantae;Rhodophyta;Bangiophyceae;Porphyridiales;Porphyridiaceae;Chroodactylon;Chroodactylon ornatum	""	0.81
Animalia;Arthropoda;Hexanauplia;Harpacticoida;Harpacticidae;Zaus;Zaus caeruleus	""	0.81
Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Tetradesmus;Tetradesmus bajacalifornicus	""	7.32
Plantae;Streptophyta;Magnoliopsida;Gentianales	""	0.81
Animalia;Annelida;Polychaeta;NA;Maldanidae	Bamboo worms	11.38
Fungi;Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;Schizosaccharomyces pombe	""	0.81
Bacteria;Lentisphaerae;Lentisphaeria;Victivallales;NA;NA;Victivallales bacterium CCUG 44730	""	0.81
Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Alloascoideaceae;Alloascoidea;Alloascoidea hylecoeti	Budding Yeasts	8.13
Animalia;Annelida;Polychaeta;Spionida;Spionidae;Prionospio;Prionospio sp. DC-2019	""	1.63
Plantae;Streptophyta;Magnoliopsida;Malvales;Malvaceae	""	5.69
Chromista;Apicomplexa;Conoidasida;Eugregarinorida;Stylocephalidae;Xiphocephalus	""	0.81
Animalia;Cnidaria;Myxozoa;Multivalvulida;Trilosporidae;Unicapsula;Unicapsula muscularis	""	0.81
Chromista;Ciliophora;Spirotrichea;Sporadotrichida;Trachelostylidae;Cotterillia;Cotterillia bromelicola	""	0.81
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella oakridgensis	""	0.81
Chromista;NA;Pelagophyceae;Pelagomonadales;NA;Chromopallida;Chromopallida australis	Brown algae	9.76
Animalia;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;Pleuroxus;Pleuroxus truncatus	""	4.07
Chromista;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomastigidae;Protaspis;Protaspis oviformis	""	0.81
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Niveispirillum;Niveispirillum fermenti	Α-proteobacteria	19.51
Chromista;NA;Dinophyceae;Peridiniales;Glenodiniaceae;Glenodiniopsis;Glenodiniopsis steinii	""	2.44
Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;Pleosporales sp.	""	3.25
Plantae;Streptophyta;Pinopsida	""	1.63
Animalia;Annelida;Polychaeta;Sabellida;Serpulidae;Pseudochitinopoma;Pseudochitinopoma occidentalis	""	0.81
Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Tulasnellaceae;Tulasnella;Tulasnella asymmetrica	""	0.81
Chromista;NA;Dinophyceae;Peridiniales;Diplopsaliaceae;Qia;Qia lebouriae	""	4.88
Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Tausonia;Tausonia pullulans	""	4.88
Animalia;Arthropoda;Ostracoda;Myodocopida;Philomedidae;Euphilomedes;Euphilomedes cacharodonta	""	1.63
Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae;Blumeria	""	2.44
Chromista;Ciliophora;Karyorelictea;Protostomatida;Kentrophoridae;Kentrophoros;Kentrophoros gracilis	""	1.63
Animalia;Nematoda;Chromadorea	""	1.63
Animalia;Bryozoa;Phylactolaemata;NA;Plumatellidae	""	6.5
Plantae;Streptophyta;Magnoliopsida;Asterales;Asteraceae;Doronicum	""	0.81
Chromista;Apicomplexa;Conoidasida;Eucoccidiorida;Eimeriidae;Eimeria;Eimeria maxima	Chromists	2.44
Chromista;Ciliophora;Oligohymenophorea;Sessilida;Vorticellidae;Epicarchesium	""	0.81
Animalia;Cnidaria;Anthozoa;Scleractinia;Merulinidae;Dipsastraea;Dipsastraea favus	""	1.63
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Bullera;Bullera alba	Jelly Fungi	2.44
Animalia;Arthropoda;Hexanauplia;Harpacticoida;Cancrincolidae;Cancrincola;Cancrincola plumipes	Arthropod	4.07
Plantae;Rhodophyta;Florideophyceae;Gigartinales;Kallymeniaceae;Erythrophyllum;Erythrophyllum delesserioides	Red algae	6.5
Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium laeve	""	0.81
Chromista;Ciliophora;Oligohymenophorea;Peniculida;Frontoniidae;Frontonia;Frontonia atra	""	8.13
Chromista;Oomycota;NA;Saprolegniales;Saprolegniaceae;Pythiopsis;Pythiopsis cymosa	Water molds	4.88
Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Granulosicoccaceae;Granulosicoccus;Granulosicoccus sp. SS10.26	""	4.88
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Novosphingobium silvae	""	3.25
Animalia;Cnidaria;Hydrozoa;Anthoathecata;Hydridae;Hydra;Hydra vulgaris	""	1.63
Fungi;Ascomycota;Dothideomycetes;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium oxysporum	""	0.81
Animalia;Rotifera;Eurotatoria;Ploima;Brachionidae;Brachionus	""	8.94
Chromista;NA;Dinophyceae;Peridiniales;Kryptoperidiniaceae;Durinskia	""	7.32
Animalia;Annelida;Polychaeta;Spionida;Trochochaetidae;Trochochaeta;Trochochaeta sp. THS-2006	""	0.81
Bacteria;Pseudomonadota;Oligoflexia;NA;NA;NA;Oligoflexia bacterium	""	3.25
Animalia;Mollusca;Bivalvia;Carditida;Carditidae	Cardita clams	1.63
Plantae;Streptophyta;Magnoliopsida;Poales;Poaceae;Trisetum;Trisetum preslii	Cereal	2.44
Chromista;NA;Cryptophyceae;Cryptomonadales;Cryptomonadaceae;Cryptomonas;Cryptomonas erosa	""	0.81
Animalia;Arthropoda;Hexanauplia;Siphonostomatoida	Arthropod	1.63
Chromista;NA;Synurophyceae;Synurales;Mallomonadaceae;Synura;Synura sphagnicola	""	4.88
Plantae;Rhodophyta;Florideophyceae;Rhodymeniales;Lomentariaceae;Semnocarpa;Semnocarpa minuta	""	0.81
Fungi;Ascomycota;Eurotiomycetes	""	6.5
Animalia;Rotifera;Eurotatoria;Ploima;Brachionidae;Brachionus;Brachionus plicatilis complex sp. COL07	""	0.81
Animalia;Porifera;Demospongiae;Poecilosclerida;Desmacididae;Desmapsamma;Desmapsamma anchorata	Lumpy Overgrowing Sponge	4.88
Plantae;Streptophyta;Magnoliopsida;Aquifoliales;Aquifoliaceae;Ilex;Ilex chinensis	""	0.81
Chromista;NA;Dinophyceae;Gymnodiniales;Warnowiaceae;Warnowia;Warnowia sp. BSL-2009a	""	2.44
Animalia;Mollusca;Gastropoda;NA;Planorbidae;Biomphalaria;Biomphalaria kuhniana	Clessin Ramshorn	1.63
Chromista;NA;Dinophyceae;Peridiniales;Endodiniaceae;Brandtodinium;Brandtodinium nutricula	Dinoflagellates	5.69
Bacteria;Planctomycetota;Planctomycetia;Pirellulales;Lacipirellulaceae;Bythopirellula;Bythopirellula goksoeyrii	Bacteria	8.13
Chromista;Bacillariophyta;Fragilariophyceae;Fragilariales;Fragilariaceae;Asteroplanus;Asteroplanus karianus	Diatoms	7.32
Fungi;Ascomycota;Leotiomycetes;Helotiales;Discinellaceae;Lemonniera;Lemonniera terrestris	""	0.81
Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleribasidiaceae;Hannaella	""	1.63
Bacteria;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas	""	7.32
Chromista;Haptophyta;NA;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina sp. MBIC10513	""	1.63
Chromista;Bacillariophyta;Bacillariophyceae;Cymbellales;Gomphonemataceae;Didymosphenia;Didymosphenia geminata	""	1.63
Fungi;Ascomycota;Leotiomycetes;Erysiphales;Erysiphaceae	""	6.5
Chromista;NA;Bigyra;Thraustochytrida;Thraustochytriaceae;Thraustochytrium;Thraustochytrium sp. LLF1b	Chromists	8.13
Chromista;Oomycota;NA;Pythiales;Pythiaceae;Pythium;Pythium sp.	""	0.81
Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;Tetrahymena sp. SPE01	""	0.81
Chromista;NA;Xanthophyceae;Mischococcales;Pleurochloridaceae;Pleurochloris;Pleurochloris meiringensis	""	1.63
Chromista;NA;Chrysophyceae;Chrysosphaerales;Chrysosaccaceae;Chrysosaccus;Chrysosaccus sp. CCMP368	""	5.69
Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Celeribacter;Celeribacter arenosi	""	4.07
Chromista;Ciliophora;Litostomatea;Haptorida;Enchelyidae;Enchelys;Enchelys polynucleata	""	1.63
Plantae;Rhodophyta;Florideophyceae;Peyssonneliales;Peyssonneliaceae;Ramicrusta;Ramicrusta textilis	Red algae	4.07
Chromista;Ciliophora;Spirotrichea;Tintinnida;Codonellidae;Tintinnopsis;Tintinnopsis sp. JG-2011a	""	7.32
Chromista;NA;Dinophyceae;NA;NA;Pellucidodinium;Pellucidodinium psammophilum	""	1.63
Bacteria;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae	Γ-proteobacteria	0.81
